,lat,long,type,site,code,xrubio_id,,,city,country
637,-0.093145,51.514248,Dressel 20,London,SATVRNINI,16847,,,London,UK
638,-2.016667,54.966667,Dressel 20,Corbridge,OFGRAROP,16688,,,Corbridge,UK
639,-2.916667,53.2,Amphora incerta,Chester,VETTACI,17069,,,Chester,UK
640,-0.093145,51.514248,Dressel 20,London,LIT,16203,,,London,UK
641,-0.533333,53.233333,Dressel 20,Lincoln,LMVE,16407,,,Lincoln,UK
642,-2.016667,54.966667,Dressel 20,Corbridge,FSCIMNIANO,16930,,,Corbridge,UK
643,1.083333,51.266667,Dressel 20,Canterbury,SATVRNINI,16841,,,Canterbury,UK
644,-2.916667,53.2,Dressel 20,Chester,LME,16356,,,Chester,UK
645,1.333333,51.283333,Dressel 20,Edinburgh,PNN,16483,,,Edinburgh,UK
646,-2.016667,54.966667,Dressel 20,Corbridge,GE,32745,,,Corbridge,UK
647,0.9,51.883333,Dressel 20,Colchester,SVR,16998,,,Colchester,UK
648,1.333333,51.283333,Dressel 20,Edinburgh,SFE,15993,,,Edinburgh,UK
649,-2.333333,54.966667,Dressel 20,Bardon Mill,LAVRELIGERMANI,18693,,,Bardon Mill,UK
650,-2.65,52.666667,Dressel 20,Wroxeter,CIALB,16110,,,Wroxeter,UK
651,1.333333,51.283333,Dressel 20,Edinburgh,PAH,15418,,,Edinburgh,UK
652,-0.083333,51.5,Dressel 20,Southwark,CMARISILVANI,16424,,,Southwark,UK
653,-2.916667,53.2,Dressel 20,Chester,CANTONIQVIETI,15591,,,Chester,UK
654,-1.083333,53.966667,Dressel 20,York,ACIRGI,15488,,,York,UK
655,-0.093145,51.514248,Dressel 20,London,ROMA,16709,,,London,UK
656,-0.25,51.833333,Dressel 20,St. Albans,CAPACAPN,15624,,,St. Albans,UK
657,-0.6,53.65,Dressel 20,Winterton,MAERVF,15529,,,Winterton,UK
658,-1.619444,54.988056,Dressel 20,Newcastle upon Tyne,CIB,16115,,,Newcastle upon Tyne,UK
659,-0.533333,53.233333,Dressel 20,Lincoln,IIIMINICIOR,16436,,,Lincoln,UK
660,0.9,51.883333,Dressel 20,Colchester,PNN,16477,,,Colchester,UK
661,-2.016667,54.966667,Dressel 20,Corbridge,SPP,16606,,,Corbridge,UK
662,-1.066667,51.35,Dressel 20,Silchester,ODV,16573,,,Silchester,UK
663,-0.093145,51.514248,Dressel 20,London,QIM,16160,,,London,UK
664,0.9,51.883333,Dressel 20,Colchester,LFS,16020,,,Colchester,UK
665,-0.093145,51.514248,Dressel 20,London,PSA,16736,,,London,UK
666,-0.093145,51.514248,Dressel 20,London,BFIG,15699,,,London,UK
667,-0.783333,50.833333,Dressel 2-4 Cilician,Chicester,SVR,33177,,,Chicester,UK
668,-2.333333,54.966667,Dressel 20,Bardon Mill,GRA,18727,,,Bardon Mill,UK
669,-3.433333,52.516667,Dressel 20,Caersws,HISPANI,16069,,,Caersws,UK
670,0.9,51.883333,Dressel 20,Colchester,SAENIANES,16817,,,Colchester,UK
671,-0.093145,51.514248,Dressel 20,London,CANTONIQVIETI,15595,,,London,UK
672,-2.333333,55.016667,Dressel 20,Housesteads,LIVNIMELISSI,16267,,,Housesteads,UK
673,-0.283333,52.116667,Dressel 20,Sandy,PORLATPA,15620,,,Sandy,UK
674,-2.016667,54.966667,Dressel 20,Corbridge,DOM,16535,,,Corbridge,UK
675,-1.983333,51.733333,Dressel 20,Cirencester,ANAR,16452,,,Cirencester,UK
676,-2.25,51.833333,Dressel 20,Gloucester,REP,15905,,,Gloucester,UK
677,-1.983333,51.733333,Dressel 20,Cirencester,GEMELLI,15856,,,Cirencester,UK
678,0.433333,51.316667,Africana,Snodland,TEPSVRI,17009,,,Snodland,UK
679,-2.333333,54.966667,Imbrex,Bardon Mill,CIIORIN,33172,,,Bardon Mill,UK
680,0.9,51.883333,Dressel 20,Colchester,SATVRNINI,16848,,,Colchester,UK
681,-0.093145,51.514248,Dressel 20,London,CIALB,16102,,,London,UK
682,-0.093145,51.514248,Dressel 20,London,POLAR,15460,,,London,UK
683,-0.25,51.833333,Dressel 20,St. Albans,APIAPM,17109,,,St. Albans,UK
684,-0.533333,53.233333,Dressel 20,Lincoln,POROCODV,28045,,,Lincoln,UK
685,-2.333333,54.966667,Dressel 20,Bardon Mill,QSP,16794,,,Bardon Mill,UK
686,-2.678333,51.007222,Dressel 20,Ilchester,CEFP,15896,,,Ilchester,UK
687,-2.916667,53.2,Dressel 20,Chester,SCALENSIAGEME,16871,,,Chester,UK
688,1.333333,51.283333,Dressel 20,Edinburgh,SATVRNINI,16838,,,Edinburgh,UK
689,-2.65,52.666667,Dressel 20,Wroxeter,SAXFER,16865,,,Wroxeter,UK
690,-1.083333,53.966667,Dressel 20,York,PNN,16476,,,York,UK
691,0.9,51.883333,Dressel 20,Colchester,PYR,16782,,,Colchester,UK
692,0.033333,52.95,Dressel 20,Fishtoft,GAF,15392,,,Fishtoft,UK
693,-1.066667,51.35,Dressel 20,Silchester,LQS,16672,,,Silchester,UK
694,-0.533333,53.233333,Dressel 20,Lincoln,CMM,16368,,,Lincoln,UK
695,-2.8,52.1,Dressel 20,Credenhill,LIT,16194,,,Credenhill,UK
696,-1.066667,51.35,Dressel 20,Silchester,GAVFL,15480,,,Silchester,UK
697,-2.333333,54.966667,Dressel 20,Bardon Mill,QSP,18730,,,Bardon Mill,UK
698,1.333333,51.283333,Dressel 20,Edinburgh,QSP,16788,,,Edinburgh,UK
699,-1.133333,52.633333,Dressel 20,Leicester,LCF,15742,,,Leicester,UK
700,-2.016667,54.966667,Dressel 20,Corbridge,QIA,16090,,,Corbridge,UK
701,-2.333333,54.966667,Dressel 20,Bardon Mill,Q,18741,,,Bardon Mill,UK
702,-1.683333,54.533333,Dressel 20,Piercebridge,LIVNIMELISSI,16246,,,Piercebridge,UK
703,-1.083333,53.966667,Dressel 20,York,LIT,16198,,,York,UK
704,-1.083333,53.966667,Dressel 20,York,ARAXIFM,15683,,,York,UK
705,-2.016667,54.966667,Dressel 20,Corbridge,SQF,16649,,,Corbridge,UK
706,-0.093145,51.514248,Dressel 20,London,CFVA,16034,,,London,UK
707,-2.333333,54.966667,Dressel 20,Bardon Mill,QFG,18706,,,Bardon Mill,UK
708,-0.25,51.833333,Dressel 20,St. Albans,SAENIANES,16826,,,St. Albans,UK
709,-2.916667,53.2,Dressel 20,Chester,FSCIMNIANO,16907,,,Chester,UK
710,-2.016667,54.966667,Dressel 20,Corbridge,LIT,16202,,,Corbridge,UK
711,0.9,51.883333,Dressel 20,Colchester,CLK,15863,,,Colchester,UK
712,-2.933333,54.883333,Dressel 20,Carlisle,FSCIMNIANO,16909,,,Carlisle,UK
713,-1.983333,51.733333,Dressel 20,Cirencester,DOM,16548,,,Cirencester,UK
714,0.9,51.883333,Dressel 20,Colchester,SATVRNINI,16842,,,Colchester,UK
715,-2.016667,54.966667,Dressel 20,Corbridge,QMCALIAIDIS,16351,,,Corbridge,UK
716,-2.333333,54.966667,Dressel 20,Bardon Mill,SCALHER,33404,,,Bardon Mill,UK
717,-2.65,52.666667,Dressel 20,Wroxeter,PO,17146,,,Wroxeter,UK
718,-2.933333,54.883333,Dressel 20,Carlisle,LIT,16212,,,Carlisle,UK
719,-0.533333,53.233333,Dressel 20,Lincoln,LIVNIMELISSI,16243,,,Lincoln,UK
720,-0.093145,51.514248,Dressel 20,London,CSEMPRONIPOLYCLITI,16960,,,London,UK
721,-2.566667,54.983333,Dressel 20,Gilsland,SER,17162,,,Gilsland,UK
722,-2.983333,51.583333,Dressel 20,Newport,MMCS,15802,,,Newport,UK
723,-1.983333,51.733333,Dressel 20,Cirencester,PNN,16478,,,Cirencester,UK
724,-0.093145,51.514248,Dressel 20,London,ALFO,16308,,,London,UK
725,-0.093145,51.514248,Dressel 20,London,QCR,15792,,,London,UK
726,-1.083333,53.966667,Amphora incerta,York,VDAP,30751,,,York,UK
727,-2.916667,53.2,Dressel 20,Chester,PNN,16479,,,Chester,UK
728,-2.016667,54.966667,Dressel 20,Corbridge,PNN,16474,,,Corbridge,UK
729,-2.333333,54.966667,Dressel 20,Bardon Mill,PNN,33397,,,Bardon Mill,UK
730,-0.25,51.833333,Dressel 20,St. Albans,LIVNIMELISSI,16254,,,St. Albans,UK
731,-2.333333,54.966667,Dressel 20,Bardon Mill,L,18740,,,Bardon Mill,UK
732,1.333333,51.283333,Dressel 20,Edinburgh,SCALENSIA,16869,,,Edinburgh,UK
733,-1.383333,54.083333,Dressel 20,Aldborough,CIB,16114,,,Aldborough,UK
734,-0.093145,51.514248,Dressel 20,London,OPTATIA,16583,,,London,UK
735,-2.6,53.383333,Dressel 20,Warrington,LLV,17131,,,Warrington,UK
736,-0.093145,51.514248,Dressel 20,London,LIVNIMELISSI,16244,,,London,UK
737,-2.916667,53.2,Dressel 20,Chester,CMM,16362,,,Chester,UK
738,-1.666667,54.65,Dressel 20,Bishop Auckland,LFC,15964,,,Bishop Auckland,UK
739,0.9,51.883333,Dressel 20,Colchester,CIVNCTINCIVNCITIN,15857,,,Colchester,UK
740,-0.25,51.833333,Dressel 20,St. Albans,AENA,17176,,,St. Albans,UK
741,-2.016667,54.966667,Dressel 20,Corbridge,MCSR,15829,,,Corbridge,UK
742,-0.533333,53.233333,Ignotus,Lincoln,SARR,30724,,,Lincoln,UK
743,1.083333,51.266667,Dressel 20,Canterbury,RI,17215,,,Canterbury,UK
744,-0.093145,51.514248,Dressel 20,London,CANTONIQVIETI,15610,,,London,UK
745,-2.016667,54.966667,Dressel 20,Corbridge,ENNIORVMIVLIORVM,15933,,,Corbridge,UK
746,-1.633333,54.366667,Dressel 20,Catterick,AVRELIHERACLAE,15677,,,Catterick,UK
747,-1.383333,54.083333,Dressel 20,Aldborough,CEFP,15901,,,Aldborough,UK
748,-2.933333,54.883333,Dressel 20,Carlisle,AE,33314,,,Carlisle,UK
749,-0.093145,51.514248,Dressel 20,London,GSP,16777,,,London,UK
750,-0.093145,51.514248,Dressel 20,London,LQS,16667,,,London,UK
751,-3,53.166667,Dressel 20,Broughton,MP,16282,,,Broughton,UK
752,1.333333,51.283333,Amphora incerta,Edinburgh,MSECFECIT,20608,,,Edinburgh,UK
753,-2.433333,50.716667,Dressel 20,Dorchester,M,17203,,,Dorchester,UK
754,-0.093145,51.514248,Amphora incerta,London,ADBVCIVSF,32487,,,London,UK
755,-0.093145,51.514248,Dressel 20,London,EXOFQRF,16863,,,London,UK
756,-0.093145,51.514248,Dressel 20,London,CIVLISVRI,16227,,,London,UK
757,-2.333333,54.966667,Dressel 20,Bardon Mill,SEI,33406,,,Bardon Mill,UK
758,-2.216667,53.5,Amphora incerta,Manchester,M,20577,,,Manchester,UK
759,0.9,51.883333,Dressel 20,Colchester,AFGRISSVS,15537,,,Colchester,UK
760,0.9,51.883333,Dressel 20,Colchester,LIVNIMELISSI,16284,,,Colchester,UK
761,-2.65,52.666667,Dressel 20,Wroxeter,RIVESRM,16694,,,Wroxeter,UK
762,-0.093145,51.514248,Mortarium,London,PPRB,30720,,,London,UK
763,-1.133333,52.633333,Dressel 20,Leicester,SAENIANES,16811,,,Leicester,UK
764,-2.916667,53.2,Dressel 20,Chester,R,17214,,,Chester,UK
765,-0.8,50.833333,Dressel 20,Fishbourne,PHILO,16050,,,Fishbourne,UK
766,1.333333,51.283333,Dressel 20,Edinburgh,CANTONIQVIETI,15579,,,Edinburgh,UK
767,-1.816667,53.916667,Dressel 20,Ilkley,CEFP,15897,,,Ilkley,UK
768,-1.383333,54.083333,Dressel 20,Aldborough,RIVS,16697,,,Aldborough,UK
769,1.333333,51.283333,Dressel 20,Edinburgh,QVINTSI,16681,,,Edinburgh,UK
770,0.716667,52.25,Dressel 20,Bury Saint Edmunds,SNR,16511,,,Bury Saint Edmunds,UK
771,0,51.916667,Dressel 20,Westmill,PRA,16691,,,Westmill,UK
772,-2.533333,53.8,Dressel 20,Ribchester,SLP,16322,,,Ribchester,UK
773,-1.133333,52.633333,Dressel 20,Leicester,QSR,16756,,,Leicester,UK
774,-0.093145,51.514248,Dressel 20,London,CCRASSISEMNI,15880,,,London,UK
775,-2.766667,51.61,Dressel 20,Caerwent,SER,16980,,,Caerwent,UK
776,-2.016667,54.966667,Dressel 20,Corbridge,MLFCTL,16303,,,Corbridge,UK
777,-0.093145,51.514248,Amphora incerta,London,SIGNUM,25469,,,London,UK
778,-0.093145,51.514248,Dressel 20,London,PSAVITI,16749,,,London,UK
779,1.333333,51.283333,Dressel 20,Edinburgh,MPM,16601,,,Edinburgh,UK
780,-2.016667,54.966667,Dressel 20,Corbridge,MNS,16516,,,Corbridge,UK
781,-2.916667,53.2,Dressel 20,Chester,MSFPC,16754,,,Chester,UK
782,-0.093145,51.514248,Dressel 20,London,SAENIANES,16818,,,London,UK
783,1.333333,51.283333,Dressel 20,Edinburgh,IRM,16041,,,Edinburgh,UK
784,-2.766667,51.61,Dressel 20,Caerwent,LAVRELIGERMANI,15673,,,Caerwent,UK
785,-1.983333,51.733333,Dressel 20,Cirencester,HISPANI,16071,,,Cirencester,UK
786,-0.093145,51.514248,Mortarium,London,PAVLVSF,30719,,,London,UK
787,-2.016667,54.966667,Dressel 20,Corbridge,VIRGINENSIA,17086,,,Corbridge,UK
788,-2.933333,54.883333,Dressel 20,Carlisle,VIRAV,17081,,,Carlisle,UK
789,-0.093145,51.514248,Dressel 20,London,QCC,15730,,,London,UK
790,-2.916667,53.2,Dressel 20,Chester,SCALCELS,16876,,,Chester,UK
791,-1.316667,51.016667,Dressel 20,Winchester,PASSERARIA,16621,,,Winchester,UK
792,-0.093145,51.514248,Dressel 20,London,PVIII,17150,,,London,UK
793,-2.15,55.016667,Dressel 20,Chesters,LCM,15767,,,Chesters,UK
794,0.9,51.883333,Dressel 20,Colchester,CALLISTVS,16751,,,Colchester,UK
795,-0.083333,51.5,Dressel 20,Southwark,CELSI,15854,,,Southwark,UK
796,-2.916667,53.2,Dressel 20,Chester,ROMANI,16703,,,Chester,UK
797,-0.093145,51.514248,Dressel 20,London,PORLAR,15453,,,London,UK
798,1.333333,51.283333,Dressel 20,Edinburgh,ENNIORVMIVLIORVM,15934,,,Edinburgh,UK
799,-2.65,52.666667,Dressel 20,Wroxeter,LSL,16942,,,Wroxeter,UK
800,-1.983333,51.733333,Dressel 20,Cirencester,IMIP,16280,,,Cirencester,UK
801,-2.6,53.383333,Dressel 20,Warrington,AIM,37055,,,Warrington,UK
802,0.9,51.883333,Dressel 20,Colchester,LVA,17014,,,Colchester,UK
803,1.333333,51.283333,Dressel 20,Edinburgh,ACIRGI,15487,,,Edinburgh,UK
804,-1.083333,53.966667,Dressel 20,York,QAGEMELLI,15405,,,York,UK
805,-0.093145,51.514248,Dressel 20,London,LVIB,17071,,,London,UK
806,-0.093145,51.514248,Mortarium,London,LLVRIVSPRISCVS,30707,,,London,UK
807,1.333333,51.283333,Dressel 20,Edinburgh,MAEME,15524,,,Edinburgh,UK
808,-0.093145,51.514248,Amphora incerta,London,RVFSANI,30721,,,London,UK
809,-2.958889,51.613333,Dressel 20,Caerleon,SFE,15998,,,Caerleon,UK
810,-2.916667,53.2,Dressel 20,Chester,QIA,16083,,,Chester,UK
811,-2.333333,54.966667,Dressel 20,Bardon Mill,QIMS,33400,,,Bardon Mill,UK
812,-0.093145,51.514248,Dressel 20,London,SAENIANES,17067,,,London,UK
813,-1.421389,54.987778,Dressel 20,South Shields,QPPHRYXI,16609,,,South Shields,UK
814,-0.25,51.833333,Dressel 20,St. Albans,QMR,16393,,,St. Albans,UK
815,0.9,51.883333,Dressel 20,Colchester,SI,16192,,,Colchester,UK
816,-0.093145,51.514248,Amphora incerta,London,AIOXICI,30735,,,London,UK
817,-2.333333,54.966667,Dressel 20,Bardon Mill,TANP,15447,,,Bardon Mill,UK
818,-0.093145,51.514248,Dressel 20,London,MI,16134,,,London,UK
819,-2.016667,54.966667,Dressel 20,Corbridge,AVRELIHERACLAE,15680,,,Corbridge,UK
820,-2.15,55.016667,Dressel 20,Chesters,MAS,17139,,,Chesters,UK
821,0.9,51.883333,Dressel 20,Colchester,LVARIONIS,17066,,,Colchester,UK
822,-1.083333,53.966667,Dressel 20,York,HISPANI,16075,,,York,UK
823,-2.016667,54.966667,Dressel 20,Corbridge,ACIRGI,15492,,,Corbridge,UK
824,-2.333333,54.966667,Dressel 20,Bardon Mill,LIVNIMELISSI,18717,,,Bardon Mill,UK
825,-2.333333,54.966667,Dressel 20,Bardon Mill,CANTONIQVIETI,33384,,,Bardon Mill,UK
826,-2.65,52.666667,Dressel 20,Wroxeter,QSEPSA,20707,,,Wroxeter,UK
827,-2.333333,54.966667,Dressel 20,Bardon Mill,AIF,18737,,,Bardon Mill,UK
828,-2.958889,51.613333,Dressel 20,Caerleon,HERMES,16065,,,Caerleon,UK
829,-0.093145,51.514248,Dressel 20,London,AGRICOLAE,15547,,,London,UK
830,-1.083333,53.966667,Dressel 20,York,VNMELISI,16264,,,York,UK
831,-0.093145,51.514248,Amphora incerta,London,ANTIOC,30679,,,London,UK
832,-1.316667,51.016667,Dressel 20,Winchester,SOND,33309,,,Winchester,UK
833,-1.833333,52.95,Dressel 20,Rocester,LAP,15622,,,Rocester,UK
834,-1.619444,54.988056,Dressel 20,Newcastle upon Tyne,QIA,16218,,,Newcastle upon Tyne,UK
835,-3.533333,50.7,Dressel 20,Exeter,ALFO,16311,,,Exeter,UK
836,-2.883333,53.066667,Dressel 20,Holt,QCCC,15734,,,Holt,UK
837,0.9,51.883333,Dressel 20,Colchester,MIM,16131,,,Colchester,UK
838,1.333333,51.283333,Dressel 20,Edinburgh,POLAR,15461,,,Edinburgh,UK
839,0.9,51.883333,Dressel 20,Colchester,IIIMINICIOR,16431,,,Colchester,UK
840,-2.333333,54.966667,Dressel 20,Bardon Mill,QCC,18696,,,Bardon Mill,UK
841,-0.166667,52.316667,Dressel 20,Godmanchester,HERMES,16063,,,Godmanchester,UK
842,-2.016667,54.966667,Dressel 20,Corbridge,MAMMAS,15440,,,Corbridge,UK
843,-2.65,52.666667,Dressel 20,Wroxeter,PANNIRVFI,15560,,,Wroxeter,UK
844,-0.093145,51.514248,Dressel 20,London,QND,28278,,,London,UK
845,1.083333,51.266667,Dressel 20,Canterbury,DOM,16531,,,Canterbury,UK
846,-0.093145,51.514248,Dressel 20,London,ROMANI,16698,,,London,UK
847,1.333333,51.283333,Dressel 20,Edinburgh,POROCODV,16574,,,Edinburgh,UK
848,-2.016667,54.966667,Dressel 20,Corbridge,HERMES,16062,,,Corbridge,UK
849,-1.066667,51.35,Dressel 20,Silchester,PQHEHE,16058,,,Silchester,UK
850,-2.016667,54.966667,Dressel 20,Corbridge,LCM,15766,,,Corbridge,UK
851,-0.093145,51.514248,Dressel 20,London,CFSAR,16031,,,London,UK
852,-2.016667,54.966667,Dressel 20,Corbridge,QCCL,15721,,,Corbridge,UK
853,-0.093145,51.514248,Dressel 20,London,CIREXOFARR,20496,,,London,UK
854,-1.983333,51.733333,Dressel 20,Cirencester,PIVLICRISPI,16223,,,Cirencester,UK
855,-1.383333,54.083333,Dressel 20,Aldborough,LCFPC,15750,,,Aldborough,UK
856,0.383333,52.583333,Dressel 20,Denver,LIT,16209,,,Denver,UK
857,0.9,51.883333,Dressel 20,Colchester,MAELIALEXANDRI,15516,,,Colchester,UK
858,0.9,51.883333,Dressel 20,Colchester,PSAVITI,25428,,,Colchester,UK
859,0.9,51.883333,Amphora incerta,Colchester,AQA,20650,,,Colchester,UK
860,-2.958889,51.613333,Dressel 20,Caerleon,COI,16526,,,Caerleon,UK
861,-0.093145,51.514248,Dressel 20,London,SCALENSIAACCI,16881,,,London,UK
862,-2.65,52.666667,Dressel 20,Wroxeter,IN,16444,,,Wroxeter,UK
863,-1.983333,51.733333,Dressel 20,Cirencester,FCVCV,15883,,,Cirencester,UK
864,-1.216667,53.066667,Dressel 20,Newstead,PCFCLBE,15756,,,Newstead,UK
865,-0.093145,51.514248,Dressel 20,London,CAMPGALOD,15553,,,London,UK
866,-1.816667,53.916667,Dressel 20,Ilkley,QCC,15723,,,Ilkley,UK
867,-0.093145,51.514248,Dressel 20,London,CIREXOFNS,16177,,,London,UK
868,-2.216667,53.5,Dressel 20,Manchester,QNTI,16680,,,Manchester,UK
869,-2.333333,55.016667,Dressel 20,Housesteads,LFO,15752,,,Housesteads,UK
870,-2.916667,53.2,Dressel 20,Chester,QSP,16798,,,Chester,UK
871,-2.958889,51.613333,Dressel 20,Caerleon,CAPF,15633,,,Caerleon,UK
872,-2.933333,54.883333,Dressel 20,Carlisle,CANTIQVIP,15602,,,Carlisle,UK
873,0.9,51.883333,Dressel 20,Colchester,LIVNIMELISSI,16249,,,Colchester,UK
874,-4.266667,53.15,Dressel 20,Caernarfon,LFO,16017,,,Caernarfon,UK
875,-2.916667,53.2,Dressel 20,Chester,LEF,16003,,,Chester,UK
876,-2.016667,54.966667,Dressel 20,Corbridge,QFF,16007,,,Corbridge,UK
877,-1.133333,52.633333,Dressel 20,Leicester,LPM,16602,,,Leicester,UK
878,-0.093145,51.514248,Dressel 20,London,C,17112,,,London,UK
879,-2.666667,53.733333,Dressel 20,Walton le Dale,FVCRM,17018,,,Walton le Dale,UK
880,-2.333333,54.966667,Dressel 20,Bardon Mill,SER,33405,,,Bardon Mill,UK
881,-2.016667,54.966667,Dressel 20,Corbridge,SNR,16503,,,Corbridge,UK
882,-0.093145,51.514248,Dressel 20,London,PORPSI,16809,,,London,UK
883,1.083333,51.266667,Dressel 20,Canterbury,LIT,16208,,,Canterbury,UK
884,-2.958889,51.613333,Dressel 20,Caerleon,FSCIMNIANO,16916,,,Caerleon,UK
885,-2.933333,54.883333,Dressel 20,Carlisle,DECCA,33316,,,Carlisle,UK
886,-1.083333,53.966667,Dressel 20,York,SALS,15435,,,York,UK
887,-1.983333,51.733333,Dressel 20,Cirencester,CSEMPRONIPOLYCLITI,16950,,,Cirencester,UK
888,-2.65,52.666667,Dressel 20,Wroxeter,QC,15720,,,Wroxeter,UK
889,-2.933333,54.883333,Dressel 20,Carlisle,PQHEHE,16061,,,Carlisle,UK
890,-0.093145,51.514248,Amphora incerta,London,A,36991,,,London,UK
891,-0.093145,51.514248,Mortarium,London,DOCCIVS,30696,,,London,UK
892,-2.016667,54.966667,Dressel 20,Corbridge,CIALB,16106,,,Corbridge,UK
893,0.216667,51.35,Dressel 20,Eynsford,QC,15718,,,Eynsford,UK
894,-2.65,52.666667,Dressel 20,Wroxeter,SNR,16507,,,Wroxeter,UK
895,-1.983333,51.733333,Dressel 20,Cirencester,MIM,16140,,,Cirencester,UK
896,0.9,51.883333,Dressel 20,Colchester,CSEMPRONIPOLYCLITI,16968,,,Colchester,UK
897,-2.958889,51.613333,Dressel 20,Caerleon,QFC,15983,,,Caerleon,UK
898,-0.093145,51.514248,Dressel 20,London,PMOCVFIGEDO,16440,,,London,UK
899,-0.093145,51.514248,Dressel 20,London,QAELIMINICIANI,15513,,,London,UK
900,0.9,51.883333,Dressel 20,Colchester,PHILO,16051,,,Colchester,UK
901,-1.983333,51.733333,Dressel 20,Cirencester,QFLAVIFLAVIANI,16648,,,Cirencester,UK
902,-1.816667,53.916667,Dressel 20,Ilkley,MCC,15712,,,Ilkley,UK
903,-2.533333,53.8,Dressel 20,Ribchester,LIVNIMELISSI,16293,,,Ribchester,UK
904,-0.093145,51.514248,Amphora incerta,London,OFSANI,30722,,,London,UK
905,1.083333,51.266667,Dressel 20,Canterbury,NFR,17206,,,Canterbury,UK
906,-0.093145,51.514248,Dressel 20,London,LMVE,16412,,,London,UK
907,-2.904167,51.7025,Dressel 20,Usk,RIVESRM,16696,,,Usk,UK
908,-0.093145,51.514248,Dressel 20,London,MIM,16144,,,London,UK
909,1.333333,51.283333,Dressel 20,Edinburgh,LIT,16204,,,Edinburgh,UK
910,1.333333,51.283333,Dressel 20,Edinburgh,PC,17211,,,Edinburgh,UK
911,-0.533333,53.233333,Dressel 20,Lincoln,IIV,17128,,,Lincoln,UK
912,-0.083333,51.5,Dressel 20,Southwark,MIM,16142,,,Southwark,UK
913,-0.093145,51.514248,Dressel 20,London,GALLICI,16046,,,London,UK
914,-0.093145,51.514248,Dressel 20,London,PNN,16491,,,London,UK
915,0.9,51.883333,Dressel 20,Colchester,MAR,15472,,,Colchester,UK
916,-0.093145,51.514248,Dressel 20,London,RVFINIATITTAE,16721,,,London,UK
917,-2.016667,54.966667,Dressel 20,Corbridge,ACIRGI,15490,,,Corbridge,UK
918,-1.133333,52.633333,Dressel 20,Leicester,MPF,16594,,,Leicester,UK
919,-2.766667,51.61,Dressel 20,Caerwent,QAR,15521,,,Caerwent,UK
920,-0.093145,51.514248,Dressel 20,London,QCR,15795,,,London,UK
921,-0.093145,51.514248,Dressel 20,London,MAELIALEXANDRI,15519,,,London,UK
922,-0.25,51.833333,Dressel 20,St. Albans,QCR,15787,,,St. Albans,UK
923,-2.833333,54.066667,Dressel 20,Lancaster,IVLITEREN,16230,,,Lancaster,UK
924,-2.016667,54.966667,Dressel 20,Corbridge,CAPF,15397,,,Corbridge,UK
925,-2.333333,54.966667,Dressel 20,Bardon Mill,GRA,18746,,,Bardon Mill,UK
926,-1.421389,54.987778,Dressel 20,South Shields,MMR,16371,,,South Shields,UK
927,-2.933333,54.883333,Dressel 20,Carlisle,TFA,33317,,,Carlisle,UK
928,-2.333333,55.016667,Dressel 20,Housesteads,LIT,16193,,,Housesteads,UK
929,-1.083333,53.966667,Ignotus,York,ICOSV,30701,,,York,UK
930,-0.093145,51.514248,Dressel 20,London,QCL,15764,,,London,UK
931,-0.093145,51.514248,Dressel 20,London,AGRICOLAE,15542,,,London,UK
932,-2.016667,54.966667,Dressel 20,Corbridge,MSP,16739,,,Corbridge,UK
933,-1.083333,53.966667,Amphora incerta,York,SLR,30703,,,York,UK
934,-1.7,51.416667,Dressel 20,Mildenhall,AVGN,15672,,,Mildenhall,UK
935,0.9,51.883333,Dressel 20,Colchester,QVINTI,16679,,,Colchester,UK
936,0.9,51.883333,Dressel 20,Colchester,MAEMRV,15530,,,Colchester,UK
937,-0.093145,51.514248,Dressel 20,London,LCT,15835,,,London,UK
938,-2.6,53.383333,Dressel 20,Warrington,MCC,15716,,,Warrington,UK
939,-2.333333,54.966667,Dressel 20,Bardon Mill,IVLITEREN,20443,,,Bardon Mill,UK
940,-1.083333,53.966667,Dressel 20,York,PNN,16495,,,York,UK
941,1.333333,51.283333,Dressel 20,Edinburgh,SERROM,16983,,,Edinburgh,UK
942,-0.093145,51.514248,Dressel 20,London,AMPPLPS,17108,,,London,UK
943,-0.093145,51.514248,Dressel 20,London,CFAV,15952,,,London,UK
944,-0.533333,53.233333,Dressel 20,Lincoln,PSAENI,16822,,,Lincoln,UK
945,1.333333,51.283333,Dressel 20,Edinburgh,PATVIC,15663,,,Edinburgh,UK
946,-1.133333,52.633333,Dressel 20,Leicester,PIVLICRISPI,16222,,,Leicester,UK
947,1.333333,51.283333,Dressel 20,Edinburgh,TATILIASIATICI,15652,,,Edinburgh,UK
948,1.083333,51.266667,Dressel 20,Canterbury,SO,17166,,,Canterbury,UK
949,1.333333,51.283333,Dressel 20,Edinburgh,LAR,17199,,,Edinburgh,UK
950,-0.093145,51.514248,Amphora incerta,London,SOLINIO,30726,,,London,UK
951,-0.093145,51.514248,Dressel 20,London,CIVLI,16228,,,London,UK
952,1.333333,51.283333,Dressel 20,Edinburgh,SFE,25434,,,Edinburgh,UK
953,-1.216667,53.066667,Dressel 20,Newstead,CMARISILVANI,16422,,,Newstead,UK
954,0.9,51.883333,Dressel 20,Colchester,SATVRNINI,16846,,,Colchester,UK
955,0.9,51.883333,Dressel 20,Colchester,PSAVITI,16737,,,Colchester,UK
