,lat,long,type,site,code,xrubio_id,,,city,country
318,0.9,51.883333,Dressel 20,Colchester,CANTONIQVIETI,15584,,,Colchester,UK
319,-0.093145,51.514248,Dressel 20,London,LVALERITROPHIMI,17058,,,London,UK
320,-2.15,55.016667,Dressel 20,Chesters,ACIRGI,15510,,,Chesters,UK
321,-0.093145,51.514248,Dressel 20,London,QIA,16097,,,London,UK
322,-0.093145,51.514248,Amphora incerta,London,LPCATVL,30716,,,London,UK
323,-4.064722,51.662222,Dressel 20,Loughor,CANTONIQVIETI,15600,,,Loughor,UK
324,-2.916667,53.2,Dressel 20,Chester,QME,16354,,,Chester,UK
325,-0.25,51.833333,Dressel 20,St. Albans,LMA,16347,,,St. Albans,UK
326,-1.083333,53.966667,Ignotus,York,DIVIC,30693,,,York,UK
327,-1.421389,54.987778,Dressel 20,South Shields,BVRB,15700,,,South Shields,UK
328,-0.25,51.833333,Dressel 20,St. Albans,LFC,15978,,,St. Albans,UK
329,-0.093145,51.514248,Dressel 20,London,MIM,16135,,,London,UK
330,-1.983333,51.733333,Dressel 20,Cirencester,LIVNIMELISSI,16294,,,Cirencester,UK
331,-2.533333,53.8,Dressel 20,Ribchester,M,17204,,,Ribchester,UK
332,-0.25,51.833333,Dressel 20,St. Albans,SAENB,16816,,,St. Albans,UK
333,-4.266667,53.15,Dressel 20,Caernarfon,LSPBO,16780,,,Caernarfon,UK
334,-0.093145,51.514248,Dressel 20,London,SVRIVS,16999,,,London,UK
335,-0.533333,53.233333,Dressel 20,Lincoln,SNI,16458,,,Lincoln,UK
336,-2.6,53.383333,Dressel 20,Warrington,LA,15429,,,Warrington,UK
337,-2.533333,53.8,Dressel 20,Ribchester,CA,17117,,,Ribchester,UK
338,-1.983333,51.733333,Dressel 20,Cirencester,LFO,16016,,,Cirencester,UK
339,-2.016667,54.966667,Dressel 20,Corbridge,DAP,15448,,,Corbridge,UK
340,-2.75,54.316667,Dressel 20,Watercrook,LFFPC,16002,,,Watercrook,UK
341,-2.916667,53.2,Dressel 20,Chester,QCCA,15732,,,Chester,UK
342,-1.066667,51.35,Dressel 20,Silchester,ALFO,16317,,,Silchester,UK
343,0.9,51.883333,Dressel 20,Colchester,CEC,15888,,,Colchester,UK
344,-2.333333,54.966667,Dressel 20,Bardon Mill,CLPV,18720,,,Bardon Mill,UK
345,-2.15,55.016667,Dressel 20,Chesters,SAXOFERRO,16858,,,Chesters,UK
346,-0.093145,51.514248,Dressel 20,London,CSEMPRONIPOLYCLITI,16952,,,London,UK
347,-2.75,54.316667,Dressel 20,Watercrook,VIRGINENSIA,17089,,,Watercrook,UK
348,-1.066667,51.35,Dressel 20,Silchester,LCM,15769,,,Silchester,UK
349,1.083333,51.266667,Dressel 20,Canterbury,SFE,15987,,,Canterbury,UK
350,-1.083333,53.966667,Dressel 20,York,CENNIHISPANI,16077,,,York,UK
351,0.9,51.883333,Dressel 20,Colchester,LFS,29365,,,Colchester,UK
352,1.333333,51.283333,Dressel 20,Edinburgh,MVRVC,17034,,,Edinburgh,UK
353,-2.016667,54.966667,Dressel 20,Corbridge,ENNIORVMIVLIORVM,15916,,,Corbridge,UK
354,-0.25,51.833333,Dressel 20,St. Albans,ICI,15761,,,St. Albans,UK
355,-2.958889,51.613333,Dressel 20,Caerleon,SEX,16987,,,Caerleon,UK
356,-2.333333,54.966667,Dressel 20,Bardon Mill,MFA,18748,,,Bardon Mill,UK
357,-2.016667,54.966667,Amphora incerta,Corbridge,PSAL,20725,,,Corbridge,UK
358,-2.333333,54.966667,Dressel 20,Bardon Mill,SCALCELS,33403,,,Bardon Mill,UK
359,-2.333333,54.966667,Dressel 20,Bardon Mill,MAEME,20449,,,Bardon Mill,UK
360,-0.783333,50.833333,Dressel 20,Chicester,QCR,15785,,,Chicester,UK
361,-0.093145,51.514248,Dressel 20,London,N,16488,,,London,UK
362,-1.983333,51.733333,Dressel 20,Cirencester,CAS,15476,,,Cirencester,UK
363,-1.983333,51.733333,Dressel 20,Cirencester,QND,16455,,,Cirencester,UK
364,-0.093145,51.514248,Dressel 20,London,QMR,16374,,,London,UK
365,-2.65,52.666667,Dressel 20,Wroxeter,CIALB,16108,,,Wroxeter,UK
366,-2.65,52.666667,Dressel 20,Wroxeter,T,16215,,,Wroxeter,UK
367,-2.8,52.1,Dressel 20,Credenhill,AEMPLA,15528,,,Credenhill,UK
368,-0.093145,51.514248,Mortarium,London,SANNVS,30723,,,London,UK
369,-0.533333,53.233333,Dressel 20,Lincoln,Q,17156,,,Lincoln,UK
370,1.333333,51.283333,Dressel 20,Edinburgh,CLPV,16331,,,Edinburgh,UK
371,0.9,51.883333,Dressel 20,Colchester,QSD,16752,,,Colchester,UK
372,0.9,51.883333,Dressel 20,Colchester,LCANT,15706,,,Colchester,UK
373,-1.083333,53.966667,Mortarium,York,IIIAIC,30737,,,York,UK
374,-3,53.416667,Dressel 20,Liverpool,STCA,17000,,,Liverpool,UK
375,-0.25,51.833333,Dressel 20,St. Albans,MSM,16774,,,St. Albans,UK
376,1.333333,51.283333,Dressel 20,Edinburgh,QIA,20697,,,Edinburgh,UK
377,-2.65,52.666667,Dressel 20,Wroxeter,MPF,16593,,,Wroxeter,UK
378,-0.093145,51.514248,Dressel 20,London,PMANISVP,16421,,,London,UK
379,-0.093145,51.514248,Dressel 20,London,QC,15719,,,London,UK
380,-0.093145,51.514248,Dressel 20,London,LCFPC,15744,,,London,UK
381,-0.093145,51.514248,Dressel 20,London,MAR,15467,,,London,UK
382,0.9,51.883333,Dressel 20,Colchester,SISEN,16191,,,Colchester,UK
383,-3.533333,50.7,Dressel 20,Exeter,MIMOPSI,16149,,,Exeter,UK
384,-2.016667,54.966667,Dressel 20,Corbridge,CMM,16363,,,Corbridge,UK
385,-2.15,55.016667,Dressel 20,Chesters,FSCIMNIANO,16920,,,Chesters,UK
386,-2.65,52.666667,Dressel 20,Wroxeter,QMR,16377,,,Wroxeter,UK
387,-3.283333,54.383333,Dressel 20,Beckfoot,MFF,16004,,,Beckfoot,UK
388,-2.333333,54.966667,Dressel 20,Bardon Mill,AP,33382,,,Bardon Mill,UK
389,0.9,51.883333,Dressel 20,Colchester,PSAVITI,16743,,,Colchester,UK
390,-2.766667,51.61,Dressel 20,Caerwent,SER,16979,,,Caerwent,UK
391,-1.133333,52.633333,Dressel 20,Leicester,ROMANI,16705,,,Leicester,UK
392,0.9,51.883333,Dressel 20,Colchester,LQS,16658,,,Colchester,UK
393,0.9,51.883333,Amphora incerta,Colchester,CSL,20510,,,Colchester,UK
394,-0.093145,51.514248,Dressel 20,London,BELLVCI,15697,,,London,UK
395,1.333333,51.283333,Dressel 20,Edinburgh,LFS,16021,,,Edinburgh,UK
396,-1.316667,51.016667,Dressel 20,Winchester,QAR,15522,,,Winchester,UK
397,-0.093145,51.514248,Dressel 20,London,FCON,15879,,,London,UK
398,-1.983333,51.733333,Dressel 20,Cirencester,QIM,16168,,,Cirencester,UK
399,1.333333,51.283333,Dressel 20,Edinburgh,QMR,16390,,,Edinburgh,UK
400,-1.216667,53.066667,Dressel 20,Newstead,LIQ,16174,,,Newstead,UK
401,-2.65,52.666667,Dressel 20,Wroxeter,LAP,15623,,,Wroxeter,UK
402,0.9,51.883333,Dressel 20,Colchester,ACIRGI,15512,,,Colchester,UK
403,-0.093145,51.514248,Dressel 20,London,PHILO,16053,,,London,UK
404,-0.25,51.833333,Dressel 20,St. Albans,STATIANIENSIA,16993,,,St. Albans,UK
405,-1.216667,53.066667,Dressel 20,Newstead,FCMA,15774,,,Newstead,UK
406,0.9,51.883333,Dressel 20,Colchester,SAXFER,16864,,,Colchester,UK
407,-2.533333,53.8,Dressel 20,Ribchester,AGRICOLAE,15549,,,Ribchester,UK
408,-0.093145,51.514248,Dressel 20,London,LSL,16939,,,London,UK
409,-2.216667,53.5,Dressel 20,Manchester,LMVE,16409,,,Manchester,UK
410,-2.958889,51.613333,Dressel 20,Caerleon,CANTONIQVIETI,15598,,,Caerleon,UK
411,-2.958889,51.613333,Dressel 20,Caerleon,LVALERITROPHIMI,17055,,,Caerleon,UK
412,0.9,51.883333,Dressel 20,Colchester,LSL,16941,,,Colchester,UK
413,-2.016667,54.966667,Dressel 20,Corbridge,SFE,15999,,,Corbridge,UK
414,-2.016667,54.966667,Dressel 20,Corbridge,LQS,16663,,,Corbridge,UK
415,-2.016667,54.966667,Dressel 20,Corbridge,CSTERTINIPAVLINI,15943,,,Corbridge,UK
416,-2.016667,54.966667,Dressel 20,Corbridge,FSCIMNIANO,16928,,,Corbridge,UK
417,-0.093145,51.514248,Dressel 20,London,CANTONIQVIETI,15612,,,London,UK
418,-2.016667,54.966667,Dressel 20,Corbridge,MMCS,15822,,,Corbridge,UK
419,-0.093145,51.514248,Dressel 20,London,PMH,16360,,,London,UK
420,-2.766667,51.61,Dressel 20,Caerwent,MSM,16769,,,Caerwent,UK
421,-2.666667,52.683333,Amphora incerta,Attingham,SPAH,30728,,,Attingham,UK
422,-1.748246,50.71376,Dressel 20,Hengistbury Head,BELLICANAPAGALENI,15694,,,Hengistbury Head,UK
423,-1.983333,51.733333,Dressel 20,Cirencester,FSCIMNIANO,16919,,,Cirencester,UK
424,-2.016667,54.966667,Dressel 20,Corbridge,ACIRGI,15491,,,Corbridge,UK
425,-0.093145,51.514248,Amphora incerta,London,CALBVCI,32486,,,London,UK
426,0.016667,51.9,Dressel 1A,Braughing,SIGNUM,32484,,,Braughing,UK
427,-0.093145,51.514248,Dressel 20,London,C,17111,,,London,UK
428,-2.916667,53.2,Dressel 20,Chester,ALFO,16313,,,Chester,UK
429,-2.958889,51.613333,Dressel 20,Caerleon,PMSC,16397,,,Caerleon,UK
430,1.333333,51.283333,Dressel 20,Edinburgh,QCR,15800,,,Edinburgh,UK
431,-1.316667,51.016667,Dressel 20,Winchester,PANNIRVFI,15556,,,Winchester,UK
432,-2.958889,51.613333,Dressel 20,Caerleon,DOM,16560,,,Caerleon,UK
433,0.9,51.883333,Dressel 20,Colchester,QCC,15731,,,Colchester,UK
434,-2.166667,55.166667,Dressel 20,West Woodburn,PCLODICELI,15869,,,West Woodburn,UK
435,-0.093145,51.514248,Dressel 20,London,LAT,15658,,,London,UK
436,-2.958889,51.613333,Dressel 20,Caerleon,GAF,15393,,,Caerleon,UK
437,0.533333,51.216667,Dressel 1,Boughton Monchelsea,EB,27981,,,Boughton Monchelsea,UK
438,0.9,51.883333,Dressel 20,Colchester,EV,16813,,,Colchester,UK
439,-1.066667,51.35,Dressel 20,Silchester,LCFPC,15747,,,Silchester,UK
440,-2.333333,54.966667,Dressel 20,Bardon Mill,LAFP,33389,,,Bardon Mill,UK
441,-0.093145,51.514248,Dressel 20,London,PMANISVP,16418,,,London,UK
442,-2.958889,51.613333,Dressel 20,Caerleon,IVEP,16217,,,Caerleon,UK
443,-2.016667,54.966667,Dressel 20,Corbridge,MFC,15979,,,Corbridge,UK
444,1.333333,51.283333,Dressel 20,Edinburgh,QANTR,15617,,,Edinburgh,UK
445,-0.093145,51.514248,Dressel 20,London,OPTA,16580,,,London,UK
446,-0.093145,51.514248,Dressel 20,London,MFN,16014,,,London,UK
447,-0.093145,51.514248,Dressel 20,London,QCCLE,15739,,,London,UK
448,-0.093145,51.514248,Dressel 20,London,CIVR,16220,,,London,UK
449,1.333333,51.283333,Dressel 20,Edinburgh,TCI,15650,,,Edinburgh,UK
450,0.9,51.883333,Dressel 20,Colchester,LFS,16026,,,Colchester,UK
451,-2.333333,54.966667,Dressel 20,Bardon Mill,LCFPC,20440,,,Bardon Mill,UK
452,-0.093145,51.514248,Ignotus,London,EROVIF,30698,,,London,UK
453,-2.15,55.016667,Dressel 20,Chesters,AEBEAEPE,17173,,,Chesters,UK
454,-0.093145,51.514248,Dressel 20,London,AAF,15382,,,London,UK
455,-1.083333,53.966667,Dressel 20,York,SAXOFERREO,16853,,,York,UK
456,-2.916667,53.2,Dressel 20,Chester,LSL,16759,,,Chester,UK
457,1.333333,51.283333,Dressel 20,Edinburgh,CLRCLR,17185,,,Edinburgh,UK
458,-2.970556,51.168333,Dressel 20,Puriton,VIEE,33419,,,Puriton,UK
459,1.333333,51.283333,Dressel 20,Edinburgh,SATVRNINI,16839,,,Edinburgh,UK
460,-0.25,51.833333,Dressel 20,St. Albans,MA,17137,,,St. Albans,UK
461,-2.65,52.666667,Dressel 20,Wroxeter,SCAV,16878,,,Wroxeter,UK
462,-1.216667,53.066667,Amphora incerta,Newstead,CSA,27980,,,Newstead,UK
463,-1.133333,52.633333,Dressel 20,Leicester,AMETHYST,15552,,,Leicester,UK
464,-2.333333,54.966667,Dressel 20,Bardon Mill,QSP,18729,,,Bardon Mill,UK
465,-2.766667,51.61,Dressel 20,Caerwent,MAEMRV,15535,,,Caerwent,UK
466,0.9,51.883333,Dressel 20,Colchester,CFAV,15953,,,Colchester,UK
467,1.333333,51.283333,Dressel 20,Edinburgh,QCH,20689,,,Edinburgh,UK
468,-1.083333,53.966667,Mortarium,York,NIACO,30737,,,York,UK
469,-2.016667,54.966667,Dressel 20,Corbridge,IIIMINICIOR,16433,,,Corbridge,UK
470,-2.65,52.666667,Dressel 20,Wroxeter,CSEMPRONIPOLYCLITI,16957,,,Wroxeter,UK
471,-1.083333,53.966667,Amphora incerta,York,TMF,30709,,,York,UK
472,-2.904167,51.7025,Dressel 20,Usk,PROCVLINI,16636,,,Usk,UK
473,-0.093145,51.514248,Dressel 20,London,BELLIB,15692,,,London,UK
474,-2.958889,51.613333,Dressel 20,Caerleon,LQS,16661,,,Caerleon,UK
475,-0.093145,51.514248,Dressel 20,London,SAN,16840,,,London,UK
476,-0.093145,51.514248,Dressel 20,London,S,17160,,,London,UK
477,-0.093145,51.514248,Dressel 20,London,PORLAR,15457,,,London,UK
478,-1.383333,54.083333,Dressel 20,Aldborough,ARVA,15638,,,Aldborough,UK
479,-2.333333,54.966667,Dressel 20,Bardon Mill,LIVNIMELISSI,16263,,,Bardon Mill,UK
480,-2.766667,51.61,Dressel 20,Caerwent,IMELISSI,16257,,,Caerwent,UK
481,-2.016667,54.966667,Dressel 20,Corbridge,CALLISTVS,15836,,,Corbridge,UK
482,-2.016667,54.966667,Dressel 20,Corbridge,ACIRGI,15493,,,Corbridge,UK
483,-2.933333,54.883333,Dressel 20,Carlisle,SCALENSIA,16874,,,Carlisle,UK
484,-1.133333,52.633333,Dressel 20,Leicester,LCM,15768,,,Leicester,UK
485,-0.116667,51.516667,Amphora incerta,Holborn,SENECIONIS,32485,,,Holborn,UK
486,-2.958889,51.613333,Dressel 20,Caerleon,CANTONIQVIETI,15605,,,Caerleon,UK
487,-0.533333,53.233333,Dressel 20,Lincoln,COL,16528,,,Lincoln,UK
488,-2.333333,54.966667,Imbrex,Bardon Mill,CO,33173,,,Bardon Mill,UK
489,-3.383333,51.95,Dressel 20,Brecon,PANNIRVFI,15557,,,Brecon,UK
490,1.333333,51.283333,Dressel 20,Edinburgh,TAA,15653,,,Edinburgh,UK
491,-1.066667,51.35,Dressel 20,Silchester,LIVNIMELISSI,16271,,,Silchester,UK
492,1.333333,51.283333,Dressel 20,Edinburgh,QCR,15789,,,Edinburgh,UK
493,-0.093145,51.514248,Amphora incerta,London,TICLVIITAC,30686,,,London,UK
494,-2.65,52.666667,Dressel 20,Wroxeter,PCLODICELI,15870,,,Wroxeter,UK
495,-1.216667,53.066667,Dressel 20,Newstead,MIM,16125,,,Newstead,UK
496,-2.6,53.383333,Dressel 20,Warrington,QPPHRYXI,16610,,,Warrington,UK
497,-0.093145,51.514248,Dressel 20,London,CFAV,15951,,,London,UK
498,-0.093145,51.514248,Dressel 20,London,CANTONIQVIETI,15608,,,London,UK
499,-1.133333,52.633333,Dressel 20,Leicester,CANTONIQVIETI,15586,,,Leicester,UK
500,-1.066667,51.35,Dressel 20,Silchester,ATTENIAECYTONIDIS,20458,,,Silchester,UK
501,-2.016667,54.966667,Dressel 20,Corbridge,LCFPC,15740,,,Corbridge,UK
502,-1.421389,54.987778,Dressel 20,South Shields,FC,17124,,,South Shields,UK
503,-0.093145,51.514248,Dressel 20,London,CALPVRNICALPVRN,15841,,,London,UK
504,-2.016667,54.966667,Dressel 20,Corbridge,LIVNIMELISSI,16279,,,Corbridge,UK
505,-1.4,50.9,Dressel 20,Southampton,TATILIASIATICI,15644,,,Southampton,UK
506,-0.25,51.833333,Dressel 20,St. Albans,LFCRES,15977,,,St. Albans,UK
507,-2.916667,53.2,Dressel 20,Chester,CANTONIQVIETI,15566,,,Chester,UK
508,-1.133333,52.633333,Dressel 20,Leicester,SAENIANES,16815,,,Leicester,UK
509,-1.133333,52.633333,Dressel 20,Leicester,IIIIEN,15937,,,Leicester,UK
510,-0.093145,51.514248,Dressel 20,London,EROTIS,15939,,,London,UK
511,-0.25,51.833333,Dressel 20,St. Albans,LIDFIT,16121,,,St. Albans,UK
512,-2.65,52.666667,Dressel 20,Wroxeter,LIVNIMELISSI,16298,,,Wroxeter,UK
513,-0.093145,51.514248,Dressel 20,London,SIR,16182,,,London,UK
514,-0.083333,51.5,Dressel 20,Southwark,LVALEVIT,17062,,,Southwark,UK
515,-1.383333,54.083333,Dressel 20,Aldborough,LCF,20494,,,Aldborough,UK
516,-0.25,51.833333,Dressel 20,St. Albans,LIVNIMELISSI,16297,,,St. Albans,UK
517,-1.983333,51.733333,Dressel 20,Cirencester,QCR,15799,,,Cirencester,UK
518,-2.916667,53.2,Dressel 20,Chester,QMR,16381,,,Chester,UK
519,1.333333,51.283333,Dressel 20,Edinburgh,QMR,16389,,,Edinburgh,UK
520,-1.083333,53.966667,Dressel 20,York,QCCE,15735,,,York,UK
521,-2.016667,54.966667,Dressel 20,Corbridge,FSCIMNIANO,16929,,,Corbridge,UK
522,-0.533333,53.233333,Dressel 20,Lincoln,MFS,16030,,,Lincoln,UK
523,-1.066667,51.35,Dressel 20,Silchester,PQHEHE,16060,,,Silchester,UK
524,-0.093145,51.514248,Dressel 20,London,SIREXOFANI,16184,,,London,UK
525,-2.25,51.833333,Dressel 20,Gloucester,LSSEPT,16805,,,Gloucester,UK
526,-2.65,52.666667,Dressel 20,Wroxeter,LFC,15968,,,Wroxeter,UK
527,0.9,51.883333,Dressel 20,Colchester,QS,16731,,,Colchester,UK
528,-0.093145,51.514248,Dressel 20,London,QIA,16089,,,London,UK
529,-0.093145,51.514248,Dressel 20,London,VENVSTI,17068,,,London,UK
530,-2.65,52.666667,Dressel 20,Wroxeter,LQS,16665,,,Wroxeter,UK
531,-2.916667,53.2,Dressel 20,Chester,A,15380,,,Chester,UK
532,-2.916667,53.2,Dressel 20,Chester,OC,17208,,,Chester,UK
533,-1.383333,54.083333,Mortarium,Aldborough,HSR,20538,,,Aldborough,UK
534,-0.093145,51.514248,Dressel 20,London,QIA,16099,,,London,UK
535,-1.983333,51.733333,Dressel 20,Cirencester,MMCS,15824,,,Cirencester,UK
536,1.333333,51.283333,Dressel 20,Edinburgh,CANTONIQVIETI,15580,,,Edinburgh,UK
537,-0.093145,51.514248,Dressel 20,London,QFV,16032,,,London,UK
538,-2.333333,54.966667,Dressel 20,Bardon Mill,LIVNIMELISSI,18715,,,Bardon Mill,UK
539,-0.093145,51.514248,Dressel 20,London,PORDV,16572,,,London,UK
540,0.9,51.883333,Dressel 20,Colchester,IVNIMISSIP,16283,,,Colchester,UK
541,-1.816667,53.916667,Dressel 20,Ilkley,CAMILISILVESTRI,15850,,,Ilkley,UK
542,1.333333,51.283333,Dressel 20,Edinburgh,SAENIANES,16810,,,Edinburgh,UK
543,-1.066667,51.35,Dressel 20,Silchester,MFTHRE,20590,,,Silchester,UK
544,-0.093145,51.514248,Dressel 20,London,ENNIORVMIVLIORVM,15936,,,London,UK
545,-1.066667,51.35,Dressel 20,Silchester,FSCIMNIANO,16932,,,Silchester,UK
546,-1.216667,53.066667,Dressel 20,Newstead,FMA,16426,,,Newstead,UK
547,-0.633333,53.75,Dressel 20,Newport,FSCIMNIANO,16885,,,Newport,UK
548,0.9,51.883333,Dressel 20,Colchester,SISEN,16190,,,Colchester,UK
549,1.15,52.316667,Dressel 20,Eye,ENNIORVMIVLIORVM,15917,,,Eye,UK
550,-2.016667,54.966667,Dressel 20,Corbridge,DOM,16534,,,Corbridge,UK
551,-1.35,53.716667,Dressel 20,Wakefield,MSEMPHEL,33421,,,Wakefield,UK
552,-0.316667,51.583333,Amphora incerta,Harrow,DARESFE,32326,,,Harrow,UK
553,-0.093145,51.514248,Dressel 20,London,PMANISVP,16420,,,London,UK
554,0.9,51.883333,Dressel 20,Colchester,ACIRGI,15489,,,Colchester,UK
555,-1.083333,53.966667,Mortarium,York,MARCIILI,30711,,,York,UK
556,-1.816667,53.916667,Dressel 20,Ilkley,VGLE,15867,,,Ilkley,UK
557,1.333333,51.283333,Dressel 20,Edinburgh,M,17136,,,Edinburgh,UK
558,0.9,51.883333,Dressel 20,Colchester,PORD,15885,,,Colchester,UK
559,-0.093145,51.514248,Dressel 20,London,CSEMPRONIPOLYCLITI,16948,,,London,UK
560,-1.133333,52.633333,Dressel 20,Leicester,NERVAE,16520,,,Leicester,UK
561,-1.066667,51.35,Dressel 20,Silchester,FSCIMNIANO,16913,,,Silchester,UK
562,-0.783333,50.833333,Dressel 20,Chicester,CIALB,16109,,,Chicester,UK
563,-2.933333,54.883333,Dressel 20,Carlisle,CALLAS,16353,,,Carlisle,UK
564,-0.783333,50.833333,Dressel 20,Chicester,SA,15385,,,Chicester,UK
565,-0.093145,51.514248,Amphora incerta,London,MCV,30691,,,London,UK
566,-1.083333,53.966667,Dressel 20,York,LIVNIMELISSI,16253,,,York,UK
567,-2.65,52.666667,Dressel 20,Wroxeter,FSCIMNIANO,16934,,,Wroxeter,UK
568,-1.983333,51.733333,Dressel 20,Cirencester,BELSI,15695,,,Cirencester,UK
569,-2.016667,54.966667,Dressel 20,Corbridge,LQS,16664,,,Corbridge,UK
570,1.333333,51.283333,Amphora incerta,Edinburgh,LIT,20654,,,Edinburgh,UK
571,-1.316667,51.016667,Dressel 20,Winchester,LIVNIMELISSI,16260,,,Winchester,UK
572,-0.093145,51.514248,Dressel 20,London,TATILIASIATICI,15646,,,London,UK
573,-2.016667,54.966667,Dressel 20,Corbridge,MESI,32746,,,Corbridge,UK
574,0.9,51.883333,Dressel 20,Colchester,PNN,16482,,,Colchester,UK
575,-2.333333,54.966667,Dressel 20,Bardon Mill,GRA,16689,,,Bardon Mill,UK
576,-2.016667,54.966667,Dressel 20,Corbridge,SNR,16504,,,Corbridge,UK
577,-2.766667,51.61,Dressel 20,Caerwent,APM,16598,,,Caerwent,UK
578,-2.933333,54.883333,Dressel 20,Carlisle,CANTONIQVIETI,32255,,,Carlisle,UK
579,-2.016667,54.966667,Dressel 20,Corbridge,L,32747,,,Corbridge,UK
580,-0.093145,51.514248,Dressel 20,London,ROMANI,16715,,,London,UK
581,0.9,51.883333,Dressel 20,Colchester,SLTSAXFERR,16338,,,Colchester,UK
582,-0.25,51.833333,Dressel 20,St. Albans,TALFM,16304,,,St. Albans,UK
583,-1.316667,51.016667,Dressel 20,Winchester,MSSI,16278,,,Winchester,UK
584,-2.016667,54.966667,Dressel 20,Corbridge,CMM,16366,,,Corbridge,UK
585,0.9,51.883333,Dressel 20,Colchester,PNN,16494,,,Colchester,UK
586,-2.65,52.666667,Dressel 20,Wroxeter,CVVA,17039,,,Wroxeter,UK
587,0.9,51.883333,Dressel 20,Colchester,PCHO,15760,,,Colchester,UK
588,-2.916667,53.2,Dressel 20,Chester,AGRICOLAE,15540,,,Chester,UK
589,-1.421389,54.987778,Dressel 20,South Shields,COLOBRARIA,15878,,,South Shields,UK
590,-0.093145,51.514248,Dressel 20,London,CSTERTINIPAVLLINI,16994,,,London,UK
591,-2.016667,54.966667,Dressel 20,Corbridge,CAPF,15627,,,Corbridge,UK
592,-1.421389,54.987778,Dressel 20,South Shields,CVF,17026,,,South Shields,UK
593,-0.093145,51.514248,Dressel 20,London,CANTONIQVIETI,15611,,,London,UK
594,-0.093145,51.514248,Dressel 20,London,VRITILIL,17105,,,London,UK
595,-0.8,50.833333,Amphora incerta,Fishbourne,SIR,32355,,,Fishbourne,UK
596,-2.333333,54.966667,Dressel 20,Bardon Mill,POROCODV,18703,,,Bardon Mill,UK
597,-0.093145,51.514248,Dressel 20,London,SAENIANES,16812,,,London,UK
598,-2.15,55.016667,Dressel 20,Chesters,QCC,15727,,,Chesters,UK
599,-1.983333,51.733333,Dressel 20,Cirencester,MIARV,16082,,,Cirencester,UK
600,-2.016667,54.966667,Dressel 20,Corbridge,ENNIORVMIVLIORVM,15919,,,Corbridge,UK
601,-0.093145,51.514248,Dressel 20,London,ACIRGI,15495,,,London,UK
602,-0.25,51.833333,Dressel 20,St. Albans,MF,15980,,,St. Albans,UK
603,-2.016667,54.966667,Dressel 20,Corbridge,LFC,15971,,,Corbridge,UK
604,-0.25,51.833333,Dressel 20,St. Albans,MMCS,15821,,,St. Albans,UK
605,-2.65,52.666667,Dressel 20,Wroxeter,QIM,16165,,,Wroxeter,UK
606,-0.093145,51.514248,Dressel 20,London,PIRP,16181,,,London,UK
607,-0.25,51.833333,Dressel 20,St. Albans,MS,16783,,,St. Albans,UK
608,-2.333333,54.966667,Dressel 20,Bardon Mill,PORTAR,18726,,,Bardon Mill,UK
609,-3.433333,52.516667,Dressel 20,Caersws,O,17207,,,Caersws,UK
610,0.9,51.883333,Dressel 20,Colchester,POROCODV,16575,,,Colchester,UK
611,-0.093145,51.514248,Dressel 20,London,ACIRGI,15502,,,London,UK
612,-0.093145,51.514248,Dressel 20,London,QND,16456,,,London,UK
613,0.9,51.883333,Dressel 20,Colchester,SCL,20732,,,Colchester,UK
614,-1.066667,51.35,Dressel 20,Silchester,LSSEPT,16807,,,Silchester,UK
615,-2.016667,54.966667,Dressel 20,Corbridge,SEMETPPI,15903,,,Corbridge,UK
616,-1.983333,51.733333,Dressel 20,Cirencester,CAMILIMELISSI,15849,,,Cirencester,UK
617,1.333333,51.283333,Dressel 20,Edinburgh,OIA,17209,,,Edinburgh,UK
618,0.9,51.883333,Dressel 20,Colchester,LFS,16023,,,Colchester,UK
619,0.9,51.883333,Dressel 20,Colchester,DFN,16013,,,Colchester,UK
620,-1.316667,51.016667,Dressel 20,Winchester,PCLODICELI,15875,,,Winchester,UK
621,-2.933333,54.9,Dressel 20,Stanwix,LQS,16650,,,Stanwix,UK
622,-1.748246,50.71376,Dressel 20,Hengistbury Head,QSERVIBROC,16996,,,Hengistbury Head,UK
623,-1.383333,54.083333,Mortarium,Aldborough,ANDIDF,30747,,,Aldborough,UK
624,-2.016667,54.966667,Dressel 20,Corbridge,VIRAV,25462,,,Corbridge,UK
625,-2.65,52.666667,Dressel 20,Wroxeter,LF,17130,,,Wroxeter,UK
626,-0.093145,51.514248,Dressel 20,London,SATVRNINI,16835,,,London,UK
627,-0.093145,51.514248,Dressel 20,London,LSS,16803,,,London,UK
628,-2.333333,54.966667,Dressel 20,Bardon Mill,ENNIORVMIVLIORVM,33388,,,Bardon Mill,UK
629,1.333333,51.283333,Dressel 20,Edinburgh,HERMES,16064,,,Edinburgh,UK
630,-2.333333,54.966667,Dressel 20,Bardon Mill,QIM,18710,,,Bardon Mill,UK
631,-0.093145,51.514248,Dressel 20,London,LCANT,15705,,,London,UK
632,-0.093145,51.514248,Dressel 20,London,LVALERITERNI,17045,,,London,UK
633,-1.748246,50.71376,Amphora incerta,Hengistbury Head,CRISPIN,20505,,,Hengistbury Head,UK
634,-2.65,52.666667,Dressel 20,Wroxeter,PORPS,16726,,,Wroxeter,UK
635,-1.216667,53.066667,Dressel 20,Newstead,PA,17142,,,Newstead,UK
636,-1.083333,53.966667,Dressel 20,York,MAEMRV,15532,,,York,UK
